transcript	gene_id	gene_name	sample1	sample2	fold_change	direction	total_fpkm	q-value	gene_description
CUFF.18416.9	CGI_10005864	.	Pre	Post	2.71	UP	2.86	0.752752	
CUFF.19046.3	CGI_10006943	.	Pre	Post	1.67	DOWN	2.86	0.929152	
CUFF.19509.2	CGI_10007741	.	Pre	Post	2.49	UP	2.86	0.726658	
CUFF.19833.2	CGI_10008468	.	Pre	Post	11.71	DOWN	2.86	0.743213	
CUFF.20705.2	CGI_10010858	.	Pre	Post	1.98	DOWN	2.86	0.683514	
CUFF.21373.5	CGI_10014150	.	Pre	Post	6.43	DOWN	2.86	0.724393	
CUFF.24915.1	CGI_10018436	.	Pre	Post	1.47	UP	2.86	0.868588	
CUFF.25474.4	CGI_10023281	.	Pre	Post	1.05	UP	2.86	0.972001	
CUFF.26381.2	CGI_10024019	.	Pre	Post	3.24	UP	2.86	0.877569	
CUFF.27270.6	CGI_10004335	.	Pre	Post	1.48	DOWN	2.86	0.89356	
CUFF.3901.1	CGI_10014596	.	Pre	Post	2.65	UP	2.86	0.831577	
CUFF.4679.9	CGI_10025165	.	Pre	Post	3.36	DOWN	2.86	0.813421	
CUFF.8591.7	CGI_10012382	.	Pre	Post	1.65	UP	2.86	0.847865	
EKC17993	CGI_10016751	.	Pre	Post	1.14	DOWN	2.86	0.931121	
EKC22531	CGI_10002111	.	Pre	Post	1.83	UP	2.86	0.842114	
EKC25968	CGI_10014323	.	Pre	Post	1.96	UP	2.86	0.877003	
EKC28350	CGI_10011574	.	Pre	Post	5.08	DOWN	2.86	0.734787	
EKC38285	CGI_10022611	.	Pre	Post	2.63	UP	2.86	0.76759	
EKC38680	CGI_10009752	.	Pre	Post	10.35	DOWN	2.86	0.725616	
TCONS_00010679	XLOC_005613	-	Pre	Post	8.13	DOWN	2.86	0.609894	
TCONS_00014735	XLOC_007574	-	Pre	Post	1.10	DOWN	2.86	0.95835	
TCONS_00015727	XLOC_008084	CGI_10013824	Pre	Post	3.58	UP	2.86	0.797534	
TCONS_00017398	XLOC_008895	-	Pre	Post	3.15	UP	2.86	0.79925	
TCONS_00028116	XLOC_013940	-	Pre	Post	4.21	UP	2.86	0.726658	
TCONS_00028117	XLOC_013940	-	Pre	Post	4.21	UP	2.86	0.726658	
TCONS_00037195	XLOC_018211	-	Pre	Post	1.63	DOWN	2.86	0.916965	
TCONS_00037313	XLOC_018278	-	Pre	Post	2.21	UP	2.86	0.766189	
TCONS_00037559	XLOC_018416	-	Pre	Post	4.11	UP	2.86	0.714254	
TCONS_00042885	XLOC_021106	-	Pre	Post	1.60	UP	2.86	0.726658	
TCONS_00057878	XLOC_027797	CGI_10018496	Pre	Post	1.81	UP	2.86	0.769644	
TCONS_00061045	XLOC_029263	-	Pre	Post	2.19	UP	2.86	0.7665	
TCONS_00065295	XLOC_031193	-	Pre	Post	1.86	UP	2.86	0.747801	
TCONS_00075106	XLOC_035752	tRNA-Pseudo	Pre	Post	1.58	DOWN	2.86	0.908243	
CUFF.10072.1	CGI_10024402	.	Pre	Post	3.21	DOWN	2.85	0.540686	
CUFF.10748.1	CGI_10006614	.	Pre	Post	1.40	DOWN	2.85	0.914519	
CUFF.13183.2	CGI_10024563	.	Pre	Post	1.49	UP	2.85	0.888719	
CUFF.15733.3	CGI_10002589	.	Pre	Post	4.94	UP	2.85	0.737749	
CUFF.16555.1	CGI_10003430	.	Pre	Post	5.73	DOWN	2.85	0.73794	
CUFF.17421.2	CGI_10023247	.	Pre	Post	1.18	UP	2.85	0.972174	
CUFF.18065.2	CGI_10005375	.	Pre	Post	4.24	DOWN	2.85	0.726658	
CUFF.18183.1	CGI_10005646	.	Pre	Post	4.33	DOWN	2.85	0.793799	
CUFF.18470.5	CGI_10005878	.	Pre	Post	1.93	UP	2.85	0.782649	
CUFF.18895.4	CGI_10006556	.	Pre	Post	270.40	DOWN	2.85	0.728981	
CUFF.20073.3	CGI_10009104	.	Pre	Post	1.28	DOWN	2.85	0.923149	
CUFF.20162.5	CGI_10023124	.	Pre	Post	2.33	DOWN	2.85	0.726658	
CUFF.20433.8	CGI_10009837	.	Pre	Post	6247.99	DOWN	2.85	0.726658	
CUFF.2127.2	CGI_10022052	.	Pre	Post	1.83	DOWN	2.85	0.824568	
CUFF.23154.8	CGI_10015975	.	Pre	Post	1.24	DOWN	2.85	0.9588	
CUFF.23603.2	CGI_10016809	.	Pre	Post	5.57	UP	2.85	0.7544	
CUFF.24150.1	CGI_10027594	.	Pre	Post	6.84	DOWN	2.85	0.717744	
CUFF.25106.6	CGI_10013747	.	Pre	Post	1.71	DOWN	2.85	0.855233	
CUFF.25604.6	CGI_10024776	.	Pre	Post	6.47	DOWN	2.85	0.837327	
CUFF.26428.3	CGI_10014849	.	Pre	Post	10.19	UP	2.85	0.735276	
CUFF.28243.6	CGI_10019177	.	Pre	Post	3.30	DOWN	2.85	0.883954	
CUFF.28243.8	CGI_10019177	.	Pre	Post	12.95	DOWN	2.85	0.747438	
CUFF.414.1	CGI_10000201	.	Pre	Post	1.01	DOWN	2.85	0.98865	
CUFF.4769.1	CGI_10021535	.	Pre	Post	1.65	UP	2.85	0.758273	
CUFF.4913.2	CGI_10027705	.	Pre	Post	1.33	UP	2.85	0.804083	
CUFF.5618.1	CGI_10023939	.	Pre	Post	1.00	UP	2.85	0.997218	
CUFF.7634.2	CGI_10021263	.	Pre	Post	133.05	UP	2.85	0.743962	
CUFF.8934.2	CGI_10022956	.	Pre	Post	1.62	DOWN	2.85	0.832608	
CUFF.9217.11	CGI_10013391	.	Pre	Post	1.53	DOWN	2.85	0.908243	
CUFF.9671.2	CGI_10021329	.	Pre	Post	2.17	DOWN	2.85	0.721924	
EKC17512	CGI_10000668	.	Pre	Post	4.68	DOWN	2.85	0.785448	
EKC20127	CGI_10006785	.	Pre	Post	8.82	DOWN	2.85	0.726658	
EKC23028	CGI_10000843	.	Pre	Post	1.15	UP	2.85	0.938451	
EKC24083	CGI_10026325	.	Pre	Post	1.97	DOWN	2.85	0.857173	
EKC31342	CGI_10014031	.	Pre	Post	1.84	DOWN	2.85	0.905864	
EKC37364	CGI_10002625	.	Pre	Post	2.56	UP	2.85	0.745545	
EKC38954	CGI_10026721	.	Pre	Post	306.88	DOWN	2.85	0.751068	
EKC38956	CGI_10026723	.	Pre	Post	1.16	DOWN	2.85	0.933155	
EKC39664	CGI_10025122	.	Pre	Post	5.20	UP	2.85	0.64504	
TCONS_00000643	XLOC_000577	-	Pre	Post	4.40	DOWN	2.85	0.845205	
TCONS_00003939	XLOC_002420	CGI_10028572	Pre	Post	7.46	UP	2.85	0.495844	
TCONS_00009441	XLOC_005036	tRNA-Thr	Pre	Post	2.00	UP	2.85	0.84405	
TCONS_00031049	XLOC_015162	-	Pre	Post	5.06	DOWN	2.85	0.714254	
TCONS_00034580	XLOC_016821	CGI_10020660	Pre	Post	1.08	DOWN	2.85	0.978508	
TCONS_00035124	XLOC_017112	-	Pre	Post	1.47	UP	2.85	0.910063	
TCONS_00052041	XLOC_025176	CGI_10008705	Pre	Post	3.02	UP	2.85	0.74607	
TCONS_00052941	XLOC_025584	-	Pre	Post	1.58	UP	2.85	0.867702	
TCONS_00057296	XLOC_027494	-	Pre	Post	1.31	DOWN	2.85	0.942062	
TCONS_00064165	XLOC_030678	-	Pre	Post	3.12	DOWN	2.85	0.7286	
CUFF.1045.2	CGI_10001414	.	Pre	Post	1.34	UP	2.84	0.943396	
CUFF.10976.3	CGI_10021896	.	Pre	Post	2.58	DOWN	2.84	0.829501	
CUFF.11894.6	CGI_10027867	.	Pre	Post	2.11	UP	2.84	0.850095	
CUFF.13274.3	CGI_10011158	.	Pre	Post	1546.93	DOWN	2.84	0.726658	
CUFF.16070.6	CGI_10002947	.	Pre	Post	1.61	UP	2.84	0.89884	
CUFF.16093.7	CGI_10020454	.	Pre	Post	2.10	DOWN	2.84	0.835981	
CUFF.19797.4	CGI_10008453	.	Pre	Post	6.49	UP	2.84	0.732444	
CUFF.21468.1	CGI_10015012	.	Pre	Post	2.60	DOWN	2.84	0.78753	
CUFF.22564.1	CGI_10024860	.	Pre	Post	1.35	UP	2.84	0.88887	
CUFF.23481.1	CGI_10021000	.	Pre	Post	1.94	UP	2.84	0.856841	
CUFF.23867.3	CGI_10018787	.	Pre	Post	1.08	UP	2.84	0.974956	
CUFF.2407.8	CGI_10019783	.	Pre	Post	1.00	UP	2.84	0.996739	
CUFF.2439.2	CGI_10021820	.	Pre	Post	1.68	UP	2.84	0.737432	
CUFF.24937.1	CGI_10018456	.	Pre	Post	2.75	UP	2.84	0.80633	
CUFF.25264.1	CGI_10017864	.	Pre	Post	1.17	UP	2.84	0.959995	
CUFF.25886.4	CGI_10021998	.	Pre	Post	3.22	DOWN	2.84	0.824067	
CUFF.4526.1	CGI_10023488	.	Pre	Post	1.19	DOWN	2.84	0.948362	
CUFF.7190.3	CGI_10028237	.	Pre	Post	3.97	DOWN	2.84	0.748664	
CUFF.7915.1	CGI_10006586	.	Pre	Post	2.74	UP	2.84	0.722537	
CUFF.8773.1	CGI_10013579	.	Pre	Post	2.17	UP	2.84	0.750738	
CUFF.9033.5	CGI_10023054	.	Pre	Post	1.85	UP	2.84	0.878376	
CUFF.9179.8	CGI_10019662	.	Pre	Post	3.19	DOWN	2.84	0.742442	
CUFF.9226.3	CGI_10013398	.	Pre	Post	3.03	DOWN	2.84	0.736142	
CUFF.9283.1	CGI_10013528	.	Pre	Post	2.94	UP	2.84	0.76702	
CUFF.9818.2	CGI_10019544	.	Pre	Post	1.35	DOWN	2.84	0.901296	
EKC22092	CGI_10002773	.	Pre	Post	1.10	UP	2.84	0.960737	
EKC23101	CGI_10000522	.	Pre	Post	1.12	DOWN	2.84	0.949275	
EKC23348	CGI_10011317	.	Pre	Post	4.29	DOWN	2.84	0.721924	
EKC24469	CGI_10019571	.	Pre	Post	2.92	DOWN	2.84	0.84159	
EKC25591	CGI_10004139	.	Pre	Post	2.28	UP	2.84	0.726658	
EKC26333	CGI_10015079	.	Pre	Post	3.05	UP	2.84	0.721924	
EKC35026	CGI_10023648	.	Pre	Post	1.21	UP	2.84	0.872186	
EKC37147	CGI_10028380	.	Pre	Post	3.49	UP	2.84	0.8548	
EKC38379	CGI_10021752	.	Pre	Post	19.27	DOWN	2.84	0.764962	
EKC41183	CGI_10026774	.	Pre	Post	2.80	UP	2.84	0.838222	
TCONS_00000603	XLOC_000543	-	Pre	Post	1.71	DOWN	2.84	0.807856	
TCONS_00002323	XLOC_001704	-	Pre	Post	2.23	UP	2.84	0.718647	
TCONS_00013300	XLOC_006857	-	Pre	Post	5.37	DOWN	2.84	0.530867	
TCONS_00015241	XLOC_007840	-	Pre	Post	3.95	UP	2.84	0.737221	
TCONS_00015625	XLOC_008024	-	Pre	Post	4.60	DOWN	2.84	0.714254	
TCONS_00019982	XLOC_010142	CGI_10011768	Pre	Post	6.23	UP	2.84	0.628845	
TCONS_00035745	XLOC_017424	CGI_10026607	Pre	Post	1.98	DOWN	2.84	0.893762	
TCONS_00040133	XLOC_019772	-	Pre	Post	2.80	UP	2.84	0.735704	
TCONS_00048943	XLOC_023840	-	Pre	Post	1.48	UP	2.84	0.852718	
TCONS_00052985	XLOC_025600	-	Pre	Post	3.56	DOWN	2.84	0.570607	
TCONS_00057881	XLOC_027799	-	Pre	Post	2.20	DOWN	2.84	0.737749	
TCONS_00060837	XLOC_029154	-	Pre	Post	4.55	DOWN	2.84	0.716644	
TCONS_00071675	XLOC_034173	-	Pre	Post	1.57	DOWN	2.84	0.889711	
TCONS_00073483	XLOC_034986	-	Pre	Post	1.34	DOWN	2.84	0.933907	
CUFF.11208.6	CGI_10009315	.	Pre	Post	3.75	DOWN	2.83	0.80963	
CUFF.11240.5	CGI_10010503	.	Pre	Post	3.49	DOWN	2.83	0.745339	
CUFF.11573.4	CGI_10013612	.	Pre	Post	93.70	UP	2.83	0.726053	
CUFF.12627.3	CGI_10025121	.	Pre	Post	1.48	UP	2.83	0.908243	
CUFF.12841.5	CGI_10020036	.	Pre	Post	1.29	UP	2.83	0.864926	
CUFF.16133.1	CGI_10002982	.	Pre	Post	3.34	DOWN	2.83	0.765354	
CUFF.16411.4	CGI_10003306	.	Pre	Post	1.02	DOWN	2.83	0.993445	
CUFF.17074.4	CGI_10003961	.	Pre	Post	1.47	UP	2.83	0.947475	
CUFF.18547.2	CGI_10006005	.	Pre	Post	15.40	DOWN	2.83	0.714254	
CUFF.20232.3	CGI_10009555	.	Pre	Post	4.14	UP	2.83	0.726658	
CUFF.21617.2	CGI_10016160	.	Pre	Post	1.29	DOWN	2.83	0.906119	
CUFF.21744.2	CGI_10022779	.	Pre	Post	1.61	UP	2.83	0.895401	
CUFF.24321.1	CGI_10022310	.	Pre	Post	99.14	DOWN	2.83	0.726658	
CUFF.25842.2	CGI_10008415	.	Pre	Post	6.67	DOWN	2.83	0.874448	
CUFF.26755.4	CGI_10017181	.	Pre	Post	1.35	UP	2.83	0.87494	
CUFF.4066.2	CGI_10024270	.	Pre	Post	1.54	UP	2.83	0.905916	
CUFF.4854.1	CGI_10015861	.	Pre	Post	2205.13	DOWN	2.83	0.585114	
CUFF.5076.2	CGI_10011569	.	Pre	Post	1.57	UP	2.83	0.905916	
CUFF.5410.1	CGI_10012972	.	Pre	Post	1.06	UP	2.83	0.970432	
CUFF.5796.3	CGI_10008881	.	Pre	Post	3.89	UP	2.83	0.81844	
CUFF.9532.1	CGI_10002525	.	Pre	Post	1.05	DOWN	2.83	0.980701	
EKC17977	CGI_10017717	.	Pre	Post	6.90	DOWN	2.83	0.737749	
EKC20147	CGI_10006703	.	Pre	Post	3.19	DOWN	2.83	0.752752	
EKC24069	CGI_10026311	.	Pre	Post	3.24	UP	2.83	0.726658	
EKC24743	CGI_10016914	.	Pre	Post	4.69	UP	2.83	0.571301	
EKC26926	CGI_10005307	.	Pre	Post	4.03	DOWN	2.83	0.717744	
EKC30518	CGI_10017825	.	Pre	Post	1.24	DOWN	2.83	0.960037	
EKC31524	CGI_10027635	.	Pre	Post	1.58	UP	2.83	0.799233	
EKC34533	CGI_10021095	.	Pre	Post	2.78	UP	2.83	0.871331	
EKC40715	CGI_10020594	.	Pre	Post	9.66	DOWN	2.83	0.726658	
TCONS_00000631	XLOC_000566	CGI_10000213	Pre	Post	3.81	UP	2.83	0.778076	
TCONS_00004464	XLOC_002677	-	Pre	Post	2.96	DOWN	2.83	0.726658	
TCONS_00010883	XLOC_005712	-	Pre	Post	1.08	DOWN	2.83	0.957498	
TCONS_00017961	XLOC_009198	-	Pre	Post	1.44	DOWN	2.83	0.877523	
TCONS_00029966	XLOC_014712	CGI_10013611	Pre	Post	17.72	DOWN	2.83	0.726658	
TCONS_00040955	XLOC_020175	-	Pre	Post	1.48	UP	2.83	0.864926	
TCONS_00061985	XLOC_029665	-	Pre	Post	1.60	DOWN	2.83	0.750575	
TCONS_00070157	XLOC_033445	-	Pre	Post	1.40	UP	2.83	0.917063	
CUFF.11073.2	CGI_10006446	.	Pre	Post	1.00	DOWN	2.82	0.985768	
CUFF.13866.1	CGI_10020425	.	Pre	Post	2.25	DOWN	2.82	0.824252	
CUFF.14544.1	CGI_10021797	.	Pre	Post	3.06	DOWN	2.82	0.810752	
CUFF.16377.4	CGI_10026897	.	Pre	Post	1.10	UP	2.82	0.955289	
CUFF.17104.4	CGI_10003987	.	Pre	Post	1.87	UP	2.82	0.88054	
CUFF.17413.3	CGI_10023237	.	Pre	Post	1.75	UP	2.82	0.918445	
CUFF.18602.3	CGI_10006164	.	Pre	Post	2.14	UP	2.82	0.762466	
CUFF.20372.1	CGI_10027108	.	Pre	Post	1.40	UP	2.82	0.904778	
CUFF.20611.1	CGI_10010568	.	Pre	Post	2.00	UP	2.82	0.75006	
CUFF.20772.2	CGI_10011129	.	Pre	Post	1.44	UP	2.82	0.922372	
CUFF.21950.5	CGI_10014527	.	Pre	Post	1.96	UP	2.82	0.739187	
CUFF.23789.3	CGI_10020543	.	Pre	Post	1.01	UP	2.82	0.995478	
CUFF.24016.1	CGI_10023604	.	Pre	Post	2.57	DOWN	2.82	0.770171	
CUFF.24532.2	CGI_10021109	.	Pre	Post	1.36	DOWN	2.82	0.880902	
CUFF.24932.3	CGI_10018452	.	Pre	Post	17.63	DOWN	2.82	0.727588	
CUFF.28285.3	CGI_10022920	.	Pre	Post	2.87	UP	2.82	0.758475	
CUFF.28450.1	CGI_10015620	.	Pre	Post	11.30	DOWN	2.82	0.726658	
CUFF.2947.3	CGI_10023331	.	Pre	Post	1.35	UP	2.82	0.927431	
CUFF.5344.5	CGI_10009685	.	Pre	Post	1.13	DOWN	2.82	0.957725	
CUFF.5533.2	CGI_10013236	.	Pre	Post	2.21	DOWN	2.82	0.84405	
CUFF.7186.1	CGI_10028235	.	Pre	Post	1.06	DOWN	2.82	0.972055	
CUFF.7239.1	CGI_10028286	.	Pre	Post	7.65	UP	2.82	0.779966	
CUFF.7679.2	CGI_10002290	.	Pre	Post	1.20	UP	2.82	0.959482	
CUFF.7763.13	CGI_10025809	.	Pre	Post	2.15	DOWN	2.82	0.924327	
CUFF.8855.1	CGI_10004140	.	Pre	Post	5.57	DOWN	2.82	0.380467	
CUFF.9792.2	CGI_10019526	.	Pre	Post	1.18	DOWN	2.82	0.940682	
EKC20103	CGI_10006853	.	Pre	Post	1.26	DOWN	2.82	0.894067	
EKC21442	CGI_10003886	.	Pre	Post	9.22	DOWN	2.82	0.780932	
EKC24763	CGI_10006274	.	Pre	Post	2.79	DOWN	2.82	0.747801	
EKC24971	CGI_10024028	.	Pre	Post	2236.34	UP	2.82	0.635858	
EKC34111	CGI_10014949	.	Pre	Post	1.91	UP	2.82	0.726053	
EKC38068	CGI_10022740	.	Pre	Post	3.57	DOWN	2.82	0.869853	
EKC42465	CGI_10011275	.	Pre	Post	1.02	DOWN	2.82	0.987753	
TCONS_00005211	XLOC_003052	-	Pre	Post	2.77	UP	2.82	0.732983	
TCONS_00019633	XLOC_009977	-	Pre	Post	17.85	UP	2.82	0.714254	
TCONS_00039075	XLOC_019187	CGI_10001970	Pre	Post	18.91	UP	2.82	0.790213	
TCONS_00041769	XLOC_020566	-	Pre	Post	1.65	DOWN	2.82	0.805266	
TCONS_00046276	XLOC_022662	CGI_10004992	Pre	Post	1.15	DOWN	2.82	0.963831	
TCONS_00047466	XLOC_023218	CGI_10005810	Pre	Post	1.11	UP	2.82	0.952375	
TCONS_00065860	XLOC_031460	-	Pre	Post	4.21	DOWN	2.82	0.826645	
TCONS_00068428	XLOC_032667	-	Pre	Post	3.85	UP	2.82	0.489397	
TCONS_00075575	XLOC_035960	-	Pre	Post	2.78	UP	2.82	0.724984	
CUFF.10305.3	CGI_10012437	.	Pre	Post	6.39	DOWN	2.81	0.716644	
CUFF.10381.11	CGI_10010270	.	Pre	Post	3.80	DOWN	2.81	0.863725	
CUFF.10381.8	CGI_10010270	.	Pre	Post	3.80	DOWN	2.81	0.855796	
CUFF.13877.3	CGI_10020438	.	Pre	Post	9.21	UP	2.81	0.732235	
CUFF.14696.1	CGI_10022613	.	Pre	Post	1.42	UP	2.81	0.876162	
CUFF.15036.2	CGI_10001863	.	Pre	Post	1.04	DOWN	2.81	0.980992	
CUFF.17659.6	CGI_10004794	.	Pre	Post	3.88	DOWN	2.81	0.743638	
CUFF.18051.2	CGI_10005393	.	Pre	Post	2.13	DOWN	2.81	0.847985	
CUFF.18667.4	CGI_10006212	.	Pre	Post	6.24	DOWN	2.81	0.841262	
CUFF.19560.2	CGI_10007920	.	Pre	Post	3.58	DOWN	2.81	0.824252	
CUFF.19669.2	CGI_10008182	.	Pre	Post	1.08	DOWN	2.81	0.95281	
CUFF.19682.2	CGI_10008233	.	Pre	Post	4.60	UP	2.81	0.714254	
CUFF.19935.3	CGI_10008689	.	Pre	Post	3.06	DOWN	2.81	0.726658	
CUFF.20792.1	CGI_10011329	.	Pre	Post	1.85	UP	2.81	0.730875	
CUFF.21473.4	CGI_10015017	.	Pre	Post	6476.99	DOWN	2.81	0.751949	
CUFF.21938.3	CGI_10011633	.	Pre	Post	2.34	UP	2.81	0.764242	
CUFF.22319.4	CGI_10027233	.	Pre	Post	1.23	DOWN	2.81	0.962924	
CUFF.2435.7	CGI_10021816	.	Pre	Post	1.06	UP	2.81	0.967076	
CUFF.26472.1	CGI_10028018	.	Pre	Post	1.85	UP	2.81	0.81271	
CUFF.26635.11	CGI_10010123	.	Pre	Post	1.80	DOWN	2.81	0.882159	
CUFF.27264.8	CGI_10006872	.	Pre	Post	1.30	DOWN	2.81	0.924327	
CUFF.28241.1	CGI_10019174	.	Pre	Post	1.61	DOWN	2.81	0.817928	
CUFF.28648.4	CGI_10019235	.	Pre	Post	1.59	DOWN	2.81	0.943788	
CUFF.3127.1	CGI_10026169	.	Pre	Post	1.52	DOWN	2.81	0.835723	
CUFF.5058.2	CGI_10003478	.	Pre	Post	1.26	DOWN	2.81	0.938232	
CUFF.6075.3	CGI_10026763	.	Pre	Post	2.22	DOWN	2.81	0.845547	
CUFF.6466.2	CGI_10024906	.	Pre	Post	2.56	DOWN	2.81	0.726658	
CUFF.6938.7	CGI_10007801	.	Pre	Post	1.01	DOWN	2.81	0.993833	
CUFF.7612.9	CGI_10021235	.	Pre	Post	2.39	DOWN	2.81	0.862582	
CUFF.7736.6	CGI_10016855	.	Pre	Post	3.97	DOWN	2.81	0.789409	
CUFF.8558.10	CGI_10017775	.	Pre	Post	2.48	DOWN	2.81	0.782554	
CUFF.9325.1	CGI_10014881	.	Pre	Post	1.61	DOWN	2.81	0.894472	
CUFF.9422.1	CGI_10009477	.	Pre	Post	2.36	DOWN	2.81	0.779966	
CUFF.9525.8	CGI_10008974	.	Pre	Post	4.24	DOWN	2.81	0.754669	
EKC22686	CGI_10001707	.	Pre	Post	572.42	DOWN	2.81	0.732235	
EKC26178	CGI_10027163	.	Pre	Post	1.53	UP	2.81	0.869364	
EKC34735	CGI_10021717	.	Pre	Post	3.26	DOWN	2.81	0.861992	
TCONS_00000261	XLOC_000258	-	Pre	Post	1.28	UP	2.81	0.892889	
TCONS_00000794	XLOC_000700	-	Pre	Post	1.71	DOWN	2.81	0.853438	
TCONS_00002865	XLOC_001929	-	Pre	Post	1.80	DOWN	2.81	0.7805	
TCONS_00004270	XLOC_002566	-	Pre	Post	3.27	DOWN	2.81	0.84239	
TCONS_00005001	XLOC_002926	-	Pre	Post	1.65	UP	2.81	0.804249	
TCONS_00028667	XLOC_014179	-	Pre	Post	22280.89	DOWN	2.81	0.737749	
TCONS_00039420	XLOC_019350	-	Pre	Post	5.51	DOWN	2.81	0.390593	
TCONS_00039836	XLOC_019589	-	Pre	Post	1.03	UP	2.81	0.984382	
TCONS_00039883	XLOC_019615	-	Pre	Post	1.42	UP	2.81	0.810156	
TCONS_00044448	XLOC_021795	-	Pre	Post	1.34	DOWN	2.81	0.87854	
TCONS_00055505	XLOC_026735	-	Pre	Post	1.27	DOWN	2.81	0.907509	
CUFF.10829.6	CGI_10008867	.	Pre	Post	7.47	DOWN	2.80	0.843542	
CUFF.15242.1	CGI_10018693	.	Pre	Post	1.56	UP	2.80	0.726658	
CUFF.16132.2	CGI_10002981	.	Pre	Post	1.10	DOWN	2.80	0.963831	
CUFF.16290.2	CGI_10024220	.	Pre	Post	1.36	DOWN	2.80	0.852756	
CUFF.16368.1	CGI_10026890	.	Pre	Post	1.38	UP	2.80	0.857556	
CUFF.17420.2	CGI_10023246	.	Pre	Post	1.87	DOWN	2.80	0.739382	
CUFF.18851.5	CGI_10006522	.	Pre	Post	4.61	DOWN	2.80	0.741107	
CUFF.19687.2	CGI_10008238	.	Pre	Post	1.60	UP	2.80	0.911728	
CUFF.19907.5	CGI_10008681	.	Pre	Post	2.79	DOWN	2.80	0.726658	
CUFF.23957.2	CGI_10023158	.	Pre	Post	1.15	UP	2.80	0.959482	
CUFF.24145.1	CGI_10027586	.	Pre	Post	5.98	DOWN	2.80	0.726658	
CUFF.24818.1	CGI_10019983	.	Pre	Post	2.52	UP	2.80	0.726658	
CUFF.25369.4	CGI_10014724	.	Pre	Post	1.40	UP	2.80	0.940937	
CUFF.26255.3	CGI_10014201	.	Pre	Post	10.00	DOWN	2.80	0.726658	
CUFF.26621.2	CGI_10024744	.	Pre	Post	7451.47	UP	2.80	0.697208	
CUFF.27601.4	CGI_10026253	.	Pre	Post	1.28	UP	2.80	0.902879	
CUFF.28008.2	CGI_10001377	.	Pre	Post	1.07	UP	2.80	0.974765	
CUFF.3687.6	CGI_10018020	.	Pre	Post	1.11	UP	2.80	0.961983	
CUFF.4399.3	CGI_10009228	.	Pre	Post	1.07	UP	2.80	0.965689	
CUFF.5301.4	CGI_10015785	.	Pre	Post	2.05	DOWN	2.80	0.816646	
CUFF.5365.8	CGI_10012831	.	Pre	Post	1.21	DOWN	2.80	0.937262	
CUFF.6367.3	CGI_10026561	.	Pre	Post	1.48	UP	2.80	0.822819	
CUFF.7713.1	CGI_10008159	.	Pre	Post	1.21	UP	2.80	0.914933	
CUFF.947.5	CGI_10001114	.	Pre	Post	1.54	DOWN	2.80	0.861231	
EKC23008	CGI_10000952	.	Pre	Post	2.48	UP	2.80	0.824067	
EKC24358	CGI_10012452	.	Pre	Post	1.91	DOWN	2.80	0.800551	
EKC25597	CGI_10010381	.	Pre	Post	3.14	DOWN	2.80	0.779832	
EKC29578	CGI_10027362	.	Pre	Post	8.61	UP	2.80	0.83258	
EKC38107	CGI_10022698	.	Pre	Post	1.83	DOWN	2.80	0.905193	
EKC39038	CGI_10010341	.	Pre	Post	2.66	UP	2.80	0.672074	
EKC43188	CGI_10027286	.	Pre	Post	1.21	UP	2.80	0.942945	
TCONS_00002133	XLOC_001608	-	Pre	Post	9.56	DOWN	2.80	0.726658	
TCONS_00007369	XLOC_004094	-	Pre	Post	4.48	DOWN	2.80	0.726658	
TCONS_00015529	XLOC_007971	-	Pre	Post	4.05	DOWN	2.80	0.751949	
TCONS_00017241	XLOC_008822	-	Pre	Post	5.68	UP	2.80	0.726658	
TCONS_00020110	XLOC_010188	-	Pre	Post	2.86	DOWN	2.80	0.874167	
TCONS_00022126	XLOC_011164	-	Pre	Post	6.36	DOWN	2.80	0.699189	
TCONS_00026193	XLOC_013088	-	Pre	Post	3.03	DOWN	2.80	0.719755	
TCONS_00031091	XLOC_015185	-	Pre	Post	1.20	DOWN	2.80	0.908626	
TCONS_00058218	XLOC_027958	-	Pre	Post	5.07	UP	2.80	0.697048	
TCONS_00061213	XLOC_029337	-	Pre	Post	15.29	UP	2.80	0.726658	
TCONS_00064867	XLOC_030992	CGI_10015716	Pre	Post	3.53	DOWN	2.80	0.778392	
TCONS_00066311	XLOC_031686	-	Pre	Post	1.28	UP	2.80	0.913411	
TCONS_00075511	XLOC_035928	-	Pre	Post	7.82	UP	2.80	0.726658	
CUFF.10032.5	CGI_10024377	.	Pre	Post	3.02	UP	2.79	0.889348	
CUFF.10081.2	CGI_10008580	.	Pre	Post	1.46	DOWN	2.79	0.88887	
CUFF.11259.3	CGI_10012011	.	Pre	Post	1.21	UP	2.79	0.924399	
CUFF.1234.5	CGI_10020784	.	Pre	Post	2.98	DOWN	2.79	0.783198	
CUFF.13038.2	CGI_10024478	.	Pre	Post	3.99	DOWN	2.79	0.758273	
CUFF.13545.3	CGI_10027336	.	Pre	Post	3.52	UP	2.79	0.862718	
CUFF.1695.1	CGI_10028535	.	Pre	Post	639.59	UP	2.79	0.726658	
CUFF.18298.1	CGI_10028329	.	Pre	Post	3.93	DOWN	2.79	0.778098	
CUFF.18469.2	CGI_10005875	.	Pre	Post	10.47	DOWN	2.79	0.726658	
CUFF.19594.1	CGI_10008042	.	Pre	Post	1.08	DOWN	2.79	0.962924	
