ContigID	GOSlim_bin
contig53933_75484	other biological processes
contig75968	other metabolic processes
contig166968	DNA metabolism
contig211887	protein metabolism
contig212963	DNA metabolism
contig204206	cell cycle and proliferation
contig82131	cell organization and biogenesis
contig111803	transport
contig219119	protein metabolism
contig120089	transport
contig72880_127006_56368_97883	signal transduction
contig48373	RNA metabolism
contig600014	transport
contig178725	developmental processes
contig98682	protein metabolism
contig94397	cell organization and biogenesis
contig148891	protein metabolism
contig185206	other biological processes
contig152200	transport
contig111748	stress response
contig176326	cell adhesion
contig174469	other biological processes
contig203761_176231	other biological processes
contig65069	developmental processes
contig178965	cell cycle and proliferation
contig152742_59077	death
contig187072	RNA metabolism
contig54867	signal transduction
contig108196	other biological processes
contig96686	cell organization and biogenesis
contig80652	RNA metabolism
contig103881	other metabolic processes
contig109219	other metabolic processes
contig150289_10068_107376	RNA metabolism
contig104553	protein metabolism
contig210154	developmental processes
contig148819	RNA metabolism
contig207879_108564	other biological processes
contig81838	signal transduction
contig177047	cell organization and biogenesis
contig149241	other biological processes
contig219936	cell adhesion
contig97877	other biological processes
contig151724	RNA metabolism
contig155894	other metabolic processes
contig171104	signal transduction
contig135228	developmental processes
contig148844	protein metabolism
contig115640	developmental processes
contig23719	cell organization and biogenesis
contig160816	protein metabolism
contig150157	other biological processes
contig207997	developmental processes
contig113609	developmental processes
contig80525	death
contig202162	cell organization and biogenesis
contig79926	transport
contig23636	stress response
contig18945	other metabolic processes
contig140649	protein metabolism
contig82429_176427_116623_194091_93809_179437	other biological processes
contig43945_99592_147389_150415_83321	signal transduction
contig193255	cell organization and biogenesis
contig80427	DNA metabolism
contig104930	other biological processes
contig139957	other metabolic processes
contig66659	stress response
contig177336	other biological processes
contig114168	protein metabolism
contig153515	other metabolic processes
contig177810_137851_97556_103929	cell organization and biogenesis
contig26450	DNA metabolism
contig145162	RNA metabolism
contig154683	protein metabolism
contig178465_186930	protein metabolism
contig138393_98771_191959_98448_145329_215200	cell cycle and proliferation
contig188788	protein metabolism
contig191048	signal transduction
contig105632_159216	other metabolic processes
contig80581	protein metabolism
contig96542	developmental processes
contig11722	protein metabolism
contig148824	transport
contig78581	protein metabolism
contig217111	developmental processes
contig81819	stress response
contig177268	other biological processes
contig92959_112997	developmental processes
contig92268_218947_116820	other biological processes
contig177142_191643_158331	protein metabolism
contig100378	developmental processes
contig139154_207108	signal transduction
contig174488	cell organization and biogenesis
contig24570	protein metabolism
contig148132	protein metabolism
contig81647_79368	cell cycle and proliferation
contig56233	RNA metabolism
contig49993_155036	other biological processes
contig170141	RNA metabolism
contig106276_194126	other biological processes
contig89346	other metabolic processes
contig103949	cell organization and biogenesis
contig145390_123740_152068	cell organization and biogenesis
contig138474_96252_74968	protein metabolism
contig138530	cell organization and biogenesis
