ContigID	term	GOSlim_bin	aspect	ProteinName
Haliotis_kam_contig3115	positive regulation of deoxyribonuclease activity	other biological processes	P	Proliferating cell nuclear antigen (PCNA) (Cyclin)
Haliotis_kam_contig1099	negative regulation of NF-kappaB transcription factor activity	RNA metabolism	P	N-lysine methyltransferase SETD6 (EC 2.1.1.-) (SET domain-containing protein 6)
Haliotis_kam_contig4342	negative regulation of NF-kappaB transcription factor activity	RNA metabolism	P	Peroxiredoxin-2 (EC 1.11.1.15) (Thiol-specific antioxidant protein) (TSA) (Thioredoxin peroxidase 1) (Thioredoxin-dependent peroxide reductase 1)
Haliotis_kam_contig7700	negative regulation of NF-kappaB transcription factor activity	RNA metabolism	P	26S proteasome non-ATPase regulatory subunit 10 (26S proteasome regulatory subunit p28) (Gankyrin) (p28(GANK))
Haliotis_kam_contig8402	negative regulation of NF-kappaB transcription factor activity	RNA metabolism	P	Death-associated protein 1 (DAP-1)
Haliotis_kam_contig3386	telomere formation via telomerase	DNA metabolism	P	Telomerase Cajal body protein 1 (WD repeat-containing protein 79) (WD40 repeat-containing protein encoding RNA antisense to p53)
Haliotis_kam_contig3386	telomere formation via telomerase	cell organization and biogenesis	P	Telomerase Cajal body protein 1 (WD repeat-containing protein 79) (WD40 repeat-containing protein encoding RNA antisense to p53)
Haliotis_kam_contig717	positive regulation of telomere maintenance via telomerase	DNA metabolism	P	Protein wos2 (p21)
Haliotis_kam_contig717	positive regulation of telomere maintenance via telomerase	cell organization and biogenesis	P	Protein wos2 (p21)
Haliotis_kam_contig1113	"positive regulation of synaptic transmission, dopaminergic"	cell-cell signaling	P	"Serine/threonine-protein kinase PINK1, mitochondrial (EC 2.7.11.1) (BRPK) (PTEN-induced putative kinase protein 1)"
Haliotis_kam_contig1099	methylation	other metabolic processes	P	N-lysine methyltransferase SETD6 (EC 2.1.1.-) (SET domain-containing protein 6)
Haliotis_kam_contig4016	methylation	other metabolic processes	P	tRNA wybutosine-synthesizing protein 3 homolog (EC 2.1.1.-) (tRNA-yW-synthesizing protein 3)
Haliotis_kam_contig4572	methylation	other metabolic processes	P	rRNA 2'-O-methyltransferase fibrillarin (EC 2.1.1.-)
Haliotis_kam_contig5138	methylation	other metabolic processes	P	Uncharacterized methyltransferase WBSCR22 (EC 2.1.1.-) (Williams-Beuren syndrome chromosomal region 22 protein homolog)
Haliotis_kam_contig5818	methylation	other metabolic processes	P	Probable N6-adenosine-methyltransferase MT-A70-like protein (EC 2.1.1.62)
Haliotis_kam_contig5898	methylation	other metabolic processes	P	Protein arginine N-methyltransferase 1 (EC 2.1.1.-) (Heterogeneous nuclear ribonucleoprotein methyltransferase-like protein 2) (Histone-arginine N-methyltransferase PRMT1) (EC 2.1.1.125)
Haliotis_kam_contig6056	methylation	other metabolic processes	P	Protein arginine N-methyltransferase 3 (EC 2.1.1.-) (Heterogeneous nuclear ribonucleoprotein methyltransferase-like protein 3)
Haliotis_kam_contig6195	methylation	other metabolic processes	P	Protein-lysine methyltransferase METTL21A (EC 2.1.1.-) (Methyltransferase-like protein 21A)
Haliotis_kam_contig6334	methylation	other metabolic processes	P	Non-structural polyprotein pORF1 [Includes: Methyltransferase (EC 2.1.1.-) (EC 2.7.7.-); Putative papain-like cysteine protease (PLP) (EC 3.4.22.-); NTPase/helicase (EC 3.6.4.-); RNA-directed RNA polymerase (RdRp) (EC 2.7.7.48)]
Haliotis_kam_contig680	methylation	other metabolic processes	P	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)
Haliotis_kam_contig7071	methylation	other metabolic processes	P	Histone-lysine N-methyltransferase SETMAR (SET domain and mariner transposase fusion gene-containing protein) (HsMar1) (Metnase) [Includes: Histone-lysine N-methyltransferase (EC 2.1.1.43); Mariner transposase Hsmar1 (EC 3.1.-.-)]
Haliotis_kam_contig993	regulation of Rac GTPase activity	signal transduction	P	Dynein light chain Tctex-type 1 (Protein CW-1) (T-complex testis-specific protein 1 homolog)
Haliotis_kam_contig5388	response to estradiol stimulus	other biological processes	P	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)
Haliotis_kam_contig1189	negative regulation of sodium:hydrogen antiporter activity	transport	P	Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1)
Haliotis_kam_contig408	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	protein metabolism	P	Guanine nucleotide-binding protein subunit beta-2-like 1 (Receptor for activated C kinase) (Receptor of activated protein kinase C 1) (RACK1)
Haliotis_kam_contig7700	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	protein metabolism	P	26S proteasome non-ATPase regulatory subunit 10 (26S proteasome regulatory subunit p28) (Gankyrin) (p28(GANK))
Haliotis_kam_contig408	positive regulation of protein homooligomerization	cell organization and biogenesis	P	Guanine nucleotide-binding protein subunit beta-2-like 1 (Receptor for activated C kinase) (Receptor of activated protein kinase C 1) (RACK1)
Haliotis_kam_contig1164	response to lipopolysaccharide	other biological processes	P	Neuroendocrine convertase 1 (NEC 1) (EC 3.4.21.93) (Prohormone convertase 1) (Proprotein convertase 1) (PC1)
Haliotis_kam_contig4342	response to lipopolysaccharide	other biological processes	P	Peroxiredoxin-2 (EC 1.11.1.15) (Thiol-specific antioxidant protein) (TSA) (Thioredoxin peroxidase 1) (Thioredoxin-dependent peroxide reductase 1)
Haliotis_kam_contig6562	response to lipopolysaccharide	other biological processes	P	Immune-responsive gene 1 protein
Haliotis_kam_contig3907	developmental process	other biological processes	P	40S ribosomal protein S7
Haliotis_kam_contig1478	DNA duplex unwinding	DNA metabolism	P	Nibrin (Cell cycle regulatory protein p95) (Nijmegen breakage syndrome protein 1)
Haliotis_kam_contig3743	response to retinoic acid	other biological processes	P	Ganglioside-induced differentiation-associated protein 1 (GDAP1)
Haliotis_kam_contig4929	positive regulation of interferon-beta production	other biological processes	P	DNA-directed RNA polymerase III subunit RPC3 (RNA polymerase III subunit C3) (DNA-directed RNA polymerase III subunit C)
Haliotis_kam_contig143	RNA biosynthetic process	RNA metabolism	P	Replicase polyprotein [Cleaved into: Protein 1A; Protein 2A; Protein 2B; Protein 2C; Protein 3A; Protein 3B; 3C-like protease (EC 3.4.22.-); RNA-directed RNA polymerase 3D-POL (EC 2.7.7.48)]
Haliotis_kam_contig2436	RNA biosynthetic process	RNA metabolism	P	RNA1 polyprotein (Genome polyprotein B) (P1) [Cleaved into: Protease cofactor; Putative helicase (EC 3.6.4.-) (Membrane-binding protein) (NTP-binding protein) (NTB); Viral genome-linked protein (VPg); Picornain 3C-like protease (3C-like protease) (EC 3.4.22.-); RNA-directed RNA polymerase (EC 2.7.7.48)]
Haliotis_kam_contig2748	RNA biosynthetic process	RNA metabolism	P	Replicase polyprotein [Cleaved into: Protein 1A (CrPV-1A); Protein 2A; Protein 2B; Protein 2C; Protein 3A; Protein 3B; 3C-like protease (EC 3.4.22.-); RNA-directed RNA polymerase 3D-POL (EC 2.7.7.48)]
Haliotis_kam_contig4678	RNA biosynthetic process	RNA metabolism	P	Replicase polyprotein [Cleaved into: Protein 1A; Protein 2A; Protein 2B; Protein 2C; Protein 3A; Protein 3B; 3C-like protease (EC 3.4.22.-); RNA-directed RNA polymerase 3D-POL (EC 2.7.7.48)]
Haliotis_kam_contig4801	RNA biosynthetic process	RNA metabolism	P	RNA1 polyprotein (Genome polyprotein B) (P1) [Cleaved into: Protease cofactor (32 kDa protein); Putative helicase (EC 3.6.4.-) (58 kDa protein) (Membrane-binding protein) (NTP-binding protein) (NTB); Viral genome-linked protein (VPg); Picornain 3C-like protease (3C-like protease) (EC 3.4.22.-) (24 kDa protein); RNA-directed RNA polymerase (EC 2.7.7.48) (87 kDa protein)]
Haliotis_kam_contig5060	RNA biosynthetic process	RNA metabolism	P	
Haliotis_kam_contig6334	RNA biosynthetic process	RNA metabolism	P	Non-structural polyprotein pORF1 [Includes: Methyltransferase (EC 2.1.1.-) (EC 2.7.7.-); Putative papain-like cysteine protease (PLP) (EC 3.4.22.-); NTPase/helicase (EC 3.6.4.-); RNA-directed RNA polymerase (RdRp) (EC 2.7.7.48)]
Haliotis_kam_contig602	negative regulation of ATPase activity	other biological processes	P	"Calponin-3 (Calponin, acidic isoform) (Calponin, non-muscle isoform)"
Haliotis_kam_contig2052	positive regulation of ATPase activity	other biological processes	P	Mitochondrial import inner membrane translocase subunit TIM14
Haliotis_kam_contig1189	bile acid secretion	transport	P	Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1)
Haliotis_kam_contig6389	bile acid secretion	transport	P	Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1)
Haliotis_kam_contig6868	receptor biosynthetic process	other metabolic processes	P	Angiotensin-converting enzyme 2 (EC 3.4.17.23) (ACE-related carboxypeptidase) [Cleaved into: Processed angiotensin-converting enzyme 2]
Haliotis_kam_contig5241	positive regulation of Ran GTPase activity	signal transduction	P	Ran GTPase-activating protein 1 (RanGAP1)
Haliotis_kam_contig4056	response to insulin stimulus	other biological processes	P	"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial (HCDH) (EC 1.1.1.35) (Medium and short-chain L-3-hydroxyacyl-coenzyme A dehydrogenase) (Short-chain 3-hydroxyacyl-CoA dehydrogenase)"
Haliotis_kam_contig6820	response to insulin stimulus	other biological processes	P	"Trifunctional enzyme subunit alpha, mitochondrial (TP-alpha) [Includes: Long-chain enoyl-CoA hydratase (EC 4.2.1.17); Long chain 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.211)]"
Haliotis_kam_contig408	regulation of protein localization	other biological processes	P	Guanine nucleotide-binding protein subunit beta-2-like 1 (Receptor for activated C kinase) (Receptor of activated protein kinase C 1) (RACK1)
Haliotis_kam_contig5561	regulation of actin cytoskeleton organization	cell organization and biogenesis	P	"Myosin regulatory light chain sqh (Myosin regulatory light chain, nonmuscle) (MRLC-C) (Protein spaghetti-squash)"
Haliotis_kam_contig156	collagen biosynthetic process	other metabolic processes	P	Collagen alpha-1(III) chain
Haliotis_kam_contig7764	collagen biosynthetic process	other metabolic processes	P	Collagen alpha-1(III) chain
Haliotis_kam_contig8538	positive regulation of RNA elongation from RNA polymerase II promoter	RNA metabolism	P	E2F-associated phosphoprotein (EAPP)
Haliotis_kam_contig1347	mitochondrial respiratory chain complex I assembly	cell organization and biogenesis	P	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 (Complex I-15 kDa) (CI-15 kDa) (NADH-ubiquinone oxidoreductase 15 kDa subunit)
Haliotis_kam_contig1396	mitochondrial respiratory chain complex I assembly	cell organization and biogenesis	P	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial (Complex I-18 kDa) (CI-18 kDa) (Complex I-AQDQ) (CI-AQDQ) (NADH-ubiquinone oxidoreductase 18 kDa subunit)"
Haliotis_kam_contig3987	mitochondrial respiratory chain complex I assembly	cell organization and biogenesis	P	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (EC 1.6.5.3) (EC 1.6.99.3) (Complex I-23kD) (CI-23kD) (NADH-ubiquinone oxidoreductase 23 kDa subunit)"
Haliotis_kam_contig5225	negative regulation of RNA splicing	RNA metabolism	P	Heterogeneous nuclear ribonucleoprotein A1 (hnRNP A1) (PEN repeat clone P9) (hnRNP core protein A1-A)
Haliotis_kam_contig2006	positive regulation of peptidyl-serine phosphorylation	protein metabolism	P	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (PI3-kinase subunit alpha) (PI3K-alpha) (PI3Kalpha) (PtdIns-3-kinase subunit alpha) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit alpha) (PtdIns-3-kinase subunit p110-alpha) (p110alpha) (Phosphoinositide-3-kinase catalytic alpha polypeptide) (Serine/threonine protein kinase PIK3CA) (EC 2.7.11.1)"
Haliotis_kam_contig5922	positive regulation of peptidyl-serine phosphorylation	protein metabolism	P	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (PI3-kinase subunit alpha) (PI3K-alpha) (PI3Kalpha) (PtdIns-3-kinase subunit alpha) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit alpha) (PtdIns-3-kinase subunit p110-alpha) (p110alpha) (Phosphoinositide-3-kinase catalytic alpha polypeptide) (Serine/threonine protein kinase PIK3CA) (EC 2.7.11.1)"
Haliotis_kam_contig7314	"positive regulation of protein import into nucleus, translocation"	transport	P	Apoptosis 2 inhibitor (IAP homolog A) (IAP-like protein) (ILP) (dILP) (Inhibitor of apoptosis 2) (dIAP2)
Haliotis_kam_contig7891	"positive regulation of protein import into nucleus, translocation"	transport	P	Apoptosis 2 inhibitor (IAP homolog A) (IAP-like protein) (ILP) (dILP) (Inhibitor of apoptosis 2) (dIAP2)
Haliotis_kam_contig7655	fatty acid beta-oxidation using acyl-CoA dehydrogenase	other metabolic processes	P	"Short-chain specific acyl-CoA dehydrogenase, mitochondrial (SCAD) (EC 1.3.8.1) (Butyryl-CoA dehydrogenase)"
Haliotis_kam_contig4374	cellular response to stress	stress response	P	Putative voltage-gated potassium channel subunit beta (K(+) channel subunit beta)
Haliotis_kam_contig537	gamma-tubulin complex localization	other biological processes	P	Mitotic-spindle organizing protein 1 (Mitotic-spindle organizing protein associated with a ring of gamma-tubulin 1)
Haliotis_kam_contig1113	positive regulation of dopamine secretion	transport	P	"Serine/threonine-protein kinase PINK1, mitochondrial (EC 2.7.11.1) (BRPK) (PTEN-induced putative kinase protein 1)"
Haliotis_kam_contig1113	positive regulation of catecholamine secretion	transport	P	"Serine/threonine-protein kinase PINK1, mitochondrial (EC 2.7.11.1) (BRPK) (PTEN-induced putative kinase protein 1)"
Haliotis_kam_contig5618	mitochondrial proton-transporting ATP synthase complex assembly	cell organization and biogenesis	P	"Transmembrane protein 70 homolog, mitochondrial"
Haliotis_kam_contig1478	positive regulation of kinase activity	other metabolic processes	P	Nibrin (Cell cycle regulatory protein p95) (Nijmegen breakage syndrome protein 1)
Haliotis_kam_contig5343	osteoblast proliferation	cell cycle and proliferation	P	Protein odd-skipped-related 2
Haliotis_kam_contig3115	response to lipid	other biological processes	P	Proliferating cell nuclear antigen (PCNA) (Cyclin)
Haliotis_kam_contig2931	host programmed cell death induced by symbiont	death	P	Eukaryotic translation initiation factor 5A-2 (eIF-5A-2)
Haliotis_kam_contig156	response to cytokine stimulus	other biological processes	P	Collagen alpha-1(III) chain
Haliotis_kam_contig5564	response to cytokine stimulus	other biological processes	P	Bcl-2-like protein 1 (Bcl2-L-1) (Apoptosis regulator Bcl-X)
Haliotis_kam_contig7764	response to cytokine stimulus	other biological processes	P	Collagen alpha-1(III) chain
